player,club,lineup_status,confirmed,captured_at,bookmaker,goal_odds,assist_odds,sot_odds
O. Gallagher,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
I. England,Shrewsbury Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.5,,
S. Clucas,Shrewsbury Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
P. Matejko,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
W. Wright,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
B. Comley,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
D. Collinge,Barnet,start,true,2026-08-22T14:30:00Z,oddschecker-best,11.0,,
J. Price,Shrewsbury Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
W. Boyle,Shrewsbury Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
H. Smith,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,2.5,,
A. Drinan,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,2.55,,
F. Holman,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,2.88,,
O. Palmer,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.2,,
P. Glatzel,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.25,,
L. Millard,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.6,,
D. Butterworth,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,3.75,,
K. Otchere,Cheltenham Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.0,,
G. Miller,Cheltenham Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.1,,
J. Pearman,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.33,,
J. Hungbo,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.33,,
A. Weimann,Cheltenham Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,4.5,,
O. Clarke,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
J. Bickerstaff,Cheltenham Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.0,,
J. Snowdon,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.5,,
T. Nichols,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,5.5,,
F. Onukwuli,Cheltenham Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.0,,
J. Evans,Cheltenham Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
A. Munda,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
S. Obieri,Cheltenham Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
J. Shipley,Cheltenham Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,6.5,,
G. Kilkenny,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
M. Virtue,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.0,,
B. Middlemas,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,7.5,,
C. McCann,Cheltenham Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.0,,
J. McGregor,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.5,,
J. Ball,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,8.5,,
R. Broom,Cheltenham Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,9.0,,
S. McWilliams,Cheltenham Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,12.0,,
J. Tomlinson,Cheltenham Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
K. Majekodunmi,Swindon Town,start,true,2026-08-22T14:30:00Z,oddschecker-best,13.0,,
